"Url";"Comment";"Date"
"https://v.youku.com/v_show/id_XMzg3Mzc4ODA4.html";"N/A";"2012-04-26"
"https://v.youku.com/v_show/id_XMTcxNjQwODAwOA==.html";"南无阿弥陀佛;"2016-09-07"
"https://v.youku.com/v_show/id_XMTcxNjQwODAwOA==.html";"南无阿弥陀佛;"2016-09-07"
"https://v.youku.com/v_show/id_XMjc0NDI1NDc4NA==.html";"N/A";"2017-05-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"都这会儿了还劳某枝;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"法网恢恢，出来走某天都会湿脚的，才40来岁，不知道还能不能生;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"还大数据，人脸识别就直接说;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"抓了13年开庆祝表彰会;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"给厦门公安点赞;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"牛逼🐮;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"为厦门警察点赞👍🏻;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"都这会儿了还劳某枝;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"抓了13年开庆祝表彰会;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"还大数据，人脸识别就直接说;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"法网恢恢，出来走某天都会湿脚的，才40来岁，不知道还能不能生;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"为厦门警察点赞👍🏻;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"给厦门公安点赞;"2019-12-04"
"https://v.youku.com/v_show/id_XNDQ1NzMyNTgxNg==.html";"牛逼🐮;"2019-12-04"
"https://v.youku.com/v_show/id_XMjk3ODAxNDM1Mg==.html";"N/A";"2017-08-18"
"https://v.youku.com/v_show/id_XMTU5MTMxMDIw.html";";"2010-03-20"
"https://v.youku.com/v_show/id_XMTU5MTMxMDIw.html";";"2010-03-20"
"https://v.youku.com/v_show/id_XMTcyNzU5OTg1Ng==.html";"N/A";"2016-09-17"
"https://v.youku.com/v_show/id_XMzkxMzQyOTM0MA==.html";"N/A";"2018-11-11"
"https://v.youku.com/v_show/id_XNDEyNDQ2Njc4MA==.html";"N/A";"2019-04-04"
"https://v.youku.com/v_show/id_XMjQzMTQ5OTk2.html";"月下;"2011-02-12"
"https://v.youku.com/v_show/id_XMjQzMTQ5OTk2.html";"月下;"2011-02-12"
"https://v.youku.com/v_show/id_XMTUxNTIxMTQ3Mg==.html";"N/A";"2016-03-28"
"https://v.youku.com/v_show/id_XMjUyNzk1ODQ1Ng==.html";"N/A";"2017-02-24"
"https://v.youku.com/v_show/id_XMTUzNjc5MDM5Ng==.html";"一个很实用的穴位;"2016-04-16"
"https://v.youku.com/v_show/id_XMTUzNjc5MDM5Ng==.html";"一个很实用的穴位;"2016-04-16"
"https://v.youku.com/v_show/id_XMjY4NTkxMTI5Ng==.html";"广南;"2017-04-03"
"https://v.youku.com/v_show/id_XMjY4NTkxMTI5Ng==.html";"广南;"2017-04-03"
"https://v.youku.com/v_show/id_XMjk0OTQ4OTk0OA==.html";"几代就讨吃要饭了，也是蔚县的荣幸。;"2017-08-06"
"https://v.youku.com/v_show/id_XMjk0OTQ4OTk0OA==.html";"几代就讨吃要饭了，也是蔚县的荣幸。;"2017-08-06"
"https://v.youku.com/v_show/id_XNDQwMzAxNDgyOA==.html";"N/A";"2019-10-18"
"https://v.youku.com/v_show/id_XNTE5NTI5MjI4.html";"N/A";"2013-02-26"
"https://v.youku.com/v_show/id_XMzg5NDEwOTMzMg==.html";"这是老年队吗？感觉要睡着了吧;"2018-10-30"
"https://v.youku.com/v_show/id_XMTQ1OTAzOTM0MA==.html";"N/A";"2016-01-28"
"https://v.youku.com/v_show/id_XNDUwNDIzNDI5Ng==.html";"N/A";"1746内容简介时政"
"https://v.youku.com/v_show/id_XMjY4MjUyNTk1Ng==.html";"N/A";"2017-04-02"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"有点林志玲的感觉;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"这女的有气质非常中意;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"大长腿，高跟鞋美女！;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"这连衣裙好看;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"高跟鞋好美！;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"笑的不自然，感觉没有完全放开;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"```最中意这位;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"阳光!有朝气!;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"身材还行;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"看秀;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"身材好;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"大长腿，高跟鞋美女！;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"高跟鞋好美！;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"```最中意这位;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"有点林志玲的感觉;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"这连衣裙好看;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"这女的有气质非常中意;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"笑的不自然，感觉没有完全放开;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"身材还行;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"看秀;"2014-07-31"
"https://v.youku.com/v_show/id_XNzQ4ODczMTUy.html";"阳光!有朝气!;"2014-07-31"
"https://v.youku.com/v_show/id_XNDA2NDMyNDYyOA==.html";"N/A";"2019-02-16"
"https://v.youku.com/v_show/id_XMzYzNjcwOTE0NA==.html";"N/A";"2018-05-31"
"https://v.youku.com/v_show/id_XMzU5ODU3MjAxMg==.html";"N/A";"98·8.6内容简介社会生活"
"https://v.youku.com/v_show/id_XNDg1MzI0MzgyOA==.html";"N/A";"2020-09-12"
"https://v.youku.com/v_show/id_XMzk0NzgyNjI5Mg==.html";"N/A";"2018-12-03"
"https://v.youku.com/v_show/id_XMTc0MzIxNzI4NA==.html";"N/A";"2016-09-30"
"https://v.youku.com/v_show/id_XOTEwMjcyNDU2.html";"我们自己决定……但他还是那个……但他还是那个……他一辈子在外吃饭不吃饭的·他一辈子在外吃饭就像被针扎过后都有可能导致一样;"2015-03-12"
"https://v.youku.com/v_show/id_XOTEwMjcyNDU2.html";"一、I;"2015-03-12"
"https://v.youku.com/v_show/id_XOTEwMjcyNDU2.html";";"2015-03-12"
"https://v.youku.com/v_show/id_XOTEwMjcyNDU2.html";"我们自己决定……但他还是那个……但他还是那个……他一辈子在外吃饭不吃饭的·他一辈子在外吃饭就像被针扎过后都有可能导致一样;"2015-03-12"
"https://v.youku.com/v_show/id_XOTEwMjcyNDU2.html";"一、I;"2015-03-12"
"https://v.youku.com/v_show/id_XOTEwMjcyNDU2.html";";"2015-03-12"
"https://v.youku.com/v_show/id_XOTA4Mzg0Mjgw.html";"N/A";"2015-03-10"
"https://v.youku.com/v_show/id_XMTcwNTg3MjM0MA==.html";"这个帅;"2016-08-30"
"https://v.youku.com/v_show/id_XMTcwNTg3MjM0MA==.html";"这个帅;"2016-08-30"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"谁想熬夜加班！谁不想歇歇！还不是现在社会的压力大，还有上班的时间量.。健康还是最重要的;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"广告公司的确很苦，赚的也不多，尤其刚进去的。;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"当年哥在的单位连续加班两三个月，一年很少几个月不加班的，一直在干活，每天12小时;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"广大的同事们啊！！！看看啊！看看，别认为自己是铁人，也别以为下属是铁人，身体才要紧啊！！！;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"锁眉羞香为谁_Destiny 累了就得休息哈。。。;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"？？;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"从来不去广告公司，广告公司是我第一排斥的工作;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"病症我几乎全占全了;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"大家都要注意身体啊;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"病症我几乎全占全了;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"广大的同事们啊！！！看看啊！看看，别认为自己是铁人，也别以为下属是铁人，身体才要紧啊！！！;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"锁眉羞香为谁_Destiny 累了就得休息哈。。。;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"谁想熬夜加班！谁不想歇歇！还不是现在社会的压力大，还有上班的时间量.。健康还是最重要的;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"当年哥在的单位连续加班两三个月，一年很少几个月不加班的，一直在干活，每天12小时;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"广告公司的确很苦，赚的也不多，尤其刚进去的。;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"大家都要注意身体啊;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"从来不去广告公司，广告公司是我第一排斥的工作;"2013-05-16"
"https://v.youku.com/v_show/id_XNTU3NjIxNDA0.html";"？？;"2013-05-16"
"https://v.youku.com/v_show/id_XMTQ3ODUxODYxNg==.html";"N/A";"2016-02-26"
"https://v.youku.com/v_show/id_XNjMzNTAxMzE2.html";";"2013-11-11"
"https://v.youku.com/v_show/id_XNjMzNTAxMzE2.html";";"2013-11-11"
"https://v.youku.com/v_show/id_XOTE0MDIzNTA4.html";"N/A";"2015-03-17"
"https://v.youku.com/v_show/id_XNjc2NzI1MTg4.html";"N/A";"2014-02-23"
"https://v.youku.com/v_show/id_XMTUyMDYwNjQ1Mg==.html";"N/A";"2016-04-02"
"https://v.youku.com/v_show/id_XNDU2ODA1NzAyNA==.html";"世界第一☝️;"2020-02-29"
"https://v.youku.com/v_show/id_XNDU2ODA1NzAyNA==.html";"世界第一☝️;"2020-02-29"
"https://v.youku.com/v_show/id_XNDM5ODgyOTY5Ng==.html";"N/A";"2019-10-15"
"https://v.youku.com/v_show/id_XODAwNTE3Mzk2.html";"N/A";"2014-10-10"
"https://v.youku.com/v_show/id_XMjUwMDkyNDA5Ng==.html";"帅，昨晚还有看到本人;"2017-02-07"
"https://v.youku.com/v_show/id_XMjUwMDkyNDA5Ng==.html";"好厉害;"2017-02-07"
"https://v.youku.com/v_show/id_XMjUwMDkyNDA5Ng==.html";"帅，昨晚还有看到本人;"2017-02-07"
"https://v.youku.com/v_show/id_XMjUwMDkyNDA5Ng==.html";"好厉害;"2017-02-07"
"https://v.youku.com/v_show/id_XMzQwNjAzNTM0MA==.html";"N/A";"2018-02-16"
"https://v.youku.com/v_show/id_XNDM4NjIzMTE5Mg==.html";"N/A";"2019-10-04"
"https://v.youku.com/v_show/id_XMjgzODU3MzIyNA==.html";"好棒;"2017-06-21"
"https://v.youku.com/v_show/id_XMjgzODU3MzIyNA==.html";"好棒;"2017-06-21"
"https://v.youku.com/v_show/id_XMzY1MjE5MDk3Ng==.html";"N/A";"2018-06-08"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"嗨嗨嗨;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"硬派厂老大，把开场戴墨镜那个女孩子给我扒出来。;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"这舞台灯光音乐还有就是晚上看效果一定非常棒;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"你找到了吗//@Amor心若相依15315502:最后放的歌叫什么名字;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"这舞台灯光音乐还有就是晚上看效果一定非常棒;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"没有事的小伙伴可以去看他2014年的冠军作品;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"我就想问一下他的出场费是多少;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"期待王者归来;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"漂亮;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"开场22秒是马蓉吗;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"39分是什么歌啊;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"9分钟什么歌啊！！！哪位大神明示啊;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"15分是什么歌;"2017-03-27"
"https://v.youku.com/v_show/id_XMjY2NzM4MjQ0MA==.html";"1O分3O秒是什么歌;"2017-03-27"
"https://v.youku.com/v_show/id_XNjc4NTM1ODU2.html";"N/A";"2014-02-27"
"https://v.youku.com/v_show/id_XMjk5OTQ0OTgwOA==.html";"N/A";"2017-08-31"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"不知道为什么 最后她与歌迷粉丝握手响起的尾曲让我有种想哭的感觉..想起了自己以前的时光;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"本场演唱会的歌曲音乐部分基本都有所改动和重编排，和唱片的不同。对比之下，总觉得演唱会的比录音的还好听，这是很了不起的，现场即唱即奏的质量居然不比录音室录制的歌曲差，当然这是从总体上说的，现场唱时歌者跳来跳去，气总有上不来的时候，演奏的也有出错处。本场的音乐编排估计出自于Cyndi之手，看有关她的资料，说她是搞创作的，才有这样的猜测。场中看Cyndi几次跑向麦克风、指挥乐队、指导观众跟准音合唱，可看出她对音乐节奏、音律的要求是很严谨的。这也似乎能证明她有参与这演唱会的音乐编排。;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"cyndi应该不止一张大红过，有几首好歌都分开出片的。如果要排成绩，那当然有大小之分了。听以前的唱片资料总感觉音乐编排有不足，比现场奏唱差，也许唱、作、编者当时对歌曲的理解不同吧。我还是认为如果按演唱会的音乐编排再出唱片，会是世纪性的。;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"真的很微妙.我也是从 群星的 四海一家里面 就一句歌词就很敏锐的觉得这个女的嗓音很特别，从而去找她的名字，百度她的资料，再而看到她的这场演唱会，从而迷上了她。真的个不可多得的人才. 百看不厌！ 最喜欢 第三首的 BOY BULE;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"第一次再没有完全听过一首歌的情况下看完整场演唱会.被吸引完全是整个人的个性和风格 音乐是典型的80年代复古disco风格 我也没啥资格可以评论的 唯一赞的是台风 瞬间被这个比我妈还大5岁的女人深深吸引 能感受到她娇小身体里迸发出的无限激情. 突然想起一句话:"君生我未生 我生君已老"...错乱了;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"（接）男鼓手好像全场最累的乐手，演唱会中能见他两手不停的快速挥舞，打鼓打得龇牙咧嘴的，甚是痛苦，他也和cyndi合唱了一首歌；电子琴师最清闲，没有其它的任务，就管他的电子琴，在Money Changes Everything一歌中，全场唯一的一次吹奏，他吹的真的毫无特色，简直可有可无，估计他的表现没达到计划要求的效果，场中可见当他吹不一会时，主音吉他手立即到前台中央奏舞救场。;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"片主不给在网上看了，幸亏我下载了。这么好的视频，给了限制，真不应该。;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"这张可是提名过格莱美最佳音乐录影带啊 她的现场比CD都强 尽管现在都快60了 实力不减当年 现在大多都是她近期的LIVE 如果片主有她早期的LIVE 千万别吝啬 都分享出来 这个可是经典中的经典 及其珍贵;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"本演唱会中，乐队人员表现也是一景。主音吉他手也演奏了其它乐器，担任了和音、伴唱、伴舞，Girls Just Wanna Have Fun这歌的标志音就是他奏的；低音吉他手担任了和音、伴唱、合唱、伴舞，讲到服装，全场他最土，让我想起了我们的民工，但他的低音吉他和他的低音歌喉更能衬托出cyndi的高亢音，在Maybe He`ll Know一歌中，这种衬托更是明显，这歌的低音喉唱部分比主唱还精彩；女鼓手主要奏那种仿非洲风格的手鼓，也演奏其它的小杂乐器，又担任和音、伴唱；（待续）;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"又看见以前那个疯丫头了 年华已去 啊 很怀念呐;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"85年还是89年的老视频，不了解她的可以从63分15秒开始听。如果非要我选一个歌星做脑残粉，我会选她，因为她的台风相当脑残。;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"看到她，我突然知道我的初中英语老师英文名的由来了，同样叫Cyndi，同样的疯;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"想保存这视频的朋友要尽快下载到自己的电脑里，搂主说不定何时会关闭它。欣赏这视频最好通过独立音箱，用手提电脑的自带音箱效果差很多的。;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"第一首Change Of Heart ，第二首The Goonies 'r' Good Enough 。希望帮到你。;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"辛迪现在已经是奶奶级了，不过看了她在04和patti演唱会上合唱的两首歌，赫然发现，这也是个不老妖-妇的类型，51岁比一般40岁的人活得还精神。哎，想当初开始听英文歌的时候，就很哈她的;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"就是喜欢这种和音乐融入一体疯了的感觉～～忘了一切，尽情挥洒吧～～;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"a woman wih the girl within and full of glamour!Love her !;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"she bop//@手机用户_462643375:34分钟时的歌叫什么名字求大神告诉;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"到其他音乐网站找cyndi的专辑,就能找到她的歌了，都有的，我相信你好爱听现场版的歌。;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"我爱mj 天天看 四海一家 ，里边大神都很喜欢;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"i got to her when i was 15 by her song" 'true color " and sice then it is forever!my cyndi;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"直至现在，在我认定的最好听的英文歌中，Whitney Houston有6首，MADONNA 5首，BEEGEES 5首，AIR SUPPLY 5首，其他歌手的歌最好听的都在4首以下，而看了这演唱会后，cyndi有8首我最爱听了，最多。;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"高考完一定要把它全看完~ 好喜欢她~~ O(∩_∩)O;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"1.Change Of Heart 2. The Goonies 'r' Good Enough 3.boy blue 4.All Through The Night 5.What's Going On 6. Iko Iko 7.she bop 8.Calm Inside The Storm 9.911 10.One Track Mind 11.true colors 12.Maybe He'll Know 13.Time After Time 14.Money Changes Everything 15.Girls Just Want to Have Fun 16. 没听过;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"就是喜欢这种和音乐融入一体疯了的感觉～～忘了一切，尽情挥洒吧～～;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"唱功不得说，不过风格另类些;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"想知道第一首歌叫什么！请大神赐教;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"又看了一次~~~哈哈，存个档~;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"我想知道最后一首是什么歌，高潮收尾......;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"太好听了;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"she bop//@手机用户_462643375:34分钟时的歌叫什么名字求大神告诉;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"辛迪这现场太强大了;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"好尖的声音;"2011-02-26"
"https://v.youku.com/v_show/id_XMjQ2NzM4NzAw.html";"34分钟时的歌叫什么名字求大神告诉;"2011-02-26"
"https://v.youku.com/v_show/id_XOTE2NDAwNjE2.html";"N/A";"2015-03-21"
"https://v.youku.com/v_show/id_XMzUyODExNjU0NA==.html";"N/A";"2018-04-10"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"世界第一中场真的不是盖的，他也太强了吧。;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"德布劳内未来可期 ，值得我们去期待他;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"踢的还是可以，但是世界第一就过了;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"乔丹·亨特森或者科克感觉比他好一丢丢吧（个人观点）;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"德布劳内实力不容小觑前途一片光明;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"这实力是可以的，但是没到第一;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"德布劳内的前途无量一片光明;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"德布劳内未来可期，期待他的一次次蜕变;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"如果他去了从小就喜欢的球队！;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"我承认这的确很强，但世界第一怕是不大妥当;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"中场踢的可以 但说是世界第一就过了;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"球员都在不断成长，未来可期;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"这传球没话说;"2020-03-13"
"https://v.youku.com/v_show/id_XNDU4NTk5Njk2NA==.html";"德布劳内真的未来可期!加油;"2020-03-13"
