Kompas,https://www.kompas.com/,"175,500,000","176,500,000","191,000,000","189,500,000","189,500,000","201,000,000"
Kronomedia,http://www.kronomedia.eu/,N/A,N/A,N/A,N/A,N/A,N/A
Kronomedia,http://www.kronomedia.eu/,N/A,N/A,N/A,N/A,N/A,N/A
La Côte des Montres,http://www.lacotedesmontres.com/,"55,000","60,000","65,000","75,000","40,000","25,000"
La Revue des Montres,https://www.lofficiel.com/categories/horlogerie/?fbclid=IwAR03CXfVyQYit_SAZ4YAlpgWSp9Gi7mMNjvKvexgzgp9k8GXdGDEtQRYMDU,N/A,N/A,N/A,N/A,N/A,N/A
La Revue des Montres,https://www.facebook.com/larevuedesmontres/,"27,265,000,000","25,510,000,000","26,120,000,000","25,520,000,000","25,330,000,000","23,075,000,000"
LA VANGUARDIA MAGAZINE,https://www.lavanguardia.com/magazine,"104,000,000","99,700,000","109,000,000","106,000,000","86,300,000","84,500,000"
Lagardère,https://www.lagardere.com/group/home-page-site-284.html,N/A,N/A,N/A,N/A,N/A,N/A
Le Figaro,https://www.lefigaro.fr/,"100,500,000","100,500,000","109,000,000","108,500,000","102,000,000","102,000,000"
Le Figaro Demain,https://www.lefigaro.fr/demain,"100,500,000","100,500,000","109,000,000","108,500,000","102,000,000","102,000,000"
Le Guide des Montres,http://www.leguidedesmontres.com/,N/A,N/A,N/A,N/A,N/A,N/A
Le Journal du Dimanche,https://www.lejdd.fr/,"4,800,000","4,150,000","4,950,000","6,600,000","5,350,000","5,050,000"
Le Monde d'Afrique,https://www.lemonde.fr/afrique/,"99,800,000","102,500,000","115,500,000","126,500,000",N/A,N/A
"Le Monde, M Le Magazine du Monde",https://www.lemonde.fr/m-le-mag/,"99,800,000","102,500,000","115,500,000","126,500,000",N/A,N/A
Le Point.fr,https://www.lepoint.fr/,"17,800,000","17,700,000","21,700,000","21,600,000","20,200,000","21,400,000"
Le Temps,https://www.letemps.ch/,"5,500,000","5,500,000","6,700,000",N/A,"6,000,000","6,750,000"
L'Equipe,https://www.lequipe.fr/,"61,200,000","62,000,000","64,600,000","57,400,000","60,500,000","51,200,000"
Les Echos,https://www.lesechos.fr/,"15,800,000","16,100,000","18,200,000","18,600,000","16,900,000","17,400,000"
L'Express,https://www.lexpress.fr/,"12,600,000","11,300,000","13,400,000","13,100,000","11,300,000","11,400,000"
Life & Style,https://www.lifeandstylemag.com/,"3,500,000","2,650,000","3,000,000","3,050,000","3,050,000","3,650,000"
L'Officiel ,https://www.lofficiel.co.uk/,N/A,N/A,N/A,N/A,N/A,N/A
L'Opinion,https://www.lopinion.fr/,"950,000","1,200,000","1,300,000","1,300,000","1,100,000","1,200,000"
L'Orologio,https://www.orologioblog.net/,N/A,N/A,N/A,N/A,N/A,N/A
LUXE Café,https://www.theluxecafe.com/,N/A,N/A,N/A,N/A,N/A,N/A
Luxemburger Wort ,https://www.wort.lu/,"2,700,000","2,350,000","3,150,000","3,400,000","3,250,000","3,250,000"
Luxury Facts,https://www.luxuryfacts.com/,N/A,N/A,N/A,N/A,N/A,N/A
Maco Magazine,https://www.macomag.com/,N/A,N/A,N/A,N/A,N/A,N/A
Madame Figaro,https://madame.lefigaro.fr/,"6,000,000","5,950,000","7,500,000","7,400,000","7,300,000","7,550,000"
MÁQUINAS DEL TIEMPO,http://www.maquinasdeltiempo.com/,N/A,N/A,N/A,N/A,N/A,N/A
Maraque,https://marqueemagazine.ca/,N/A,N/A,N/A,N/A,N/A,N/A
Mare,https://www.mare.de/,N/A,N/A,N/A,N/A,N/A,N/A
Meio e Mensagem,https://www.meioemensagem.com.br/,"530,000","550,000","500,000","490,000","400,000","390,000"
Men’s Health,https://www.menshealth.com/,"30,300,000","29,100,000","31,300,000","32,000,000","32,800,000","34,900,000"
Monochrome,http://monochromemagazine.net/,N/A,N/A,N/A,N/A,N/A,N/A
Monocle,https://monocle.com/magazine/,"240,000","220,000","230,000","220,000","230,000","340,000"
Moonphase,https://moonphase.fr/,N/A,N/A,N/A,N/A,N/A,N/A
Motivate Media,https://motivatemedia.com/,N/A,N/A,N/A,N/A,N/A,N/A
MPP Middle East Media LLC,https://www.mpp-me.com/,N/A,N/A,N/A,N/A,N/A,N/A
My Watch Site,https://www.my-watchsite.com/,N/A,N/A,N/A,N/A,N/A,N/A
NY Magazine,https://nymag.com/,"16,200,000","14,500,000","17,400,000","18,700,000","22,400,000","21,000,000"
NYT,https://www.nytimes.com/,"393,000,000","378,000,000","456,000,000","705,500,000","432,500,000","521,000,000"
NZZ Am Sonntag,https://nzzas.nzz.ch/,"1,100,000","1,000,000","1,150,000","1,400,000","1,400,000","1,200,000"
O Globo,https://oglobo.globo.com/,"59,600,000","60,300,000","64,500,000","74,100,000","64,500,000","69,600,000"
Paris Legends Championship ,"
https://www.parislegendschampionship.com",N/A,N/A,N/A,N/A,N/A,N/A
Paris Match,https://www.parismatch.com/,"20,282,143","16,241,421","17,756,408","21,259,617","22,724,890","20,843,047"
PEGN,https://revistapegn.globo.com/,"1,750,000","1,850,000","1,800,000","2,000,000","1,850,000","1,950,000"
Philippine Tatler,https://ph.asiatatler.com/,"270,000","270,000","320,000","350,000","360,000","500,000"
PhilStar,https://www.philstar.com/,"5,550,000","5,500,000","6,350,000","6,000,000","5,700,000","6,650,000"
Premium Magazine ,https://magazine-premium.com/,N/A,N/A,N/A,N/A,N/A,N/A
Prestige,https://www.living-magazines.co.uk/our-magazines/prestige,N/A,N/A,N/A,N/A,N/A,N/A
Qantas Magazine,https://www.qantas.com/travelinsider/en/qantas-magazine.html,N/A,N/A,N/A,N/A,N/A,N/A
QP,https://www.watchpro.com/qp-magazine-and-salon-qp-closed-by-hearst/,"220,000","240,000","250,000","230,000","200,000","350,000"
Quartz,https://qz.com/,"8,450,000","8,450,000","8,650,000","10,700,000","8,550,000","11,000,000"
Quill and Pad,https://quillandpad.com/,"220,000","230,000","220,000","240,000","250,000","360,000"
Reuters,https://uk.reuters.com/,"3,100,000","3,150,000","3,750,000","4,200,000","3,900,000","2,250,000"
Revolution,https://www.revolution.watch/magazine/,"65,000","60,000","65,000","65,000","90,000","110,000"
RFI,https://www.rfigroup.com/rfi-media/magazines,N/A,N/A,N/A,N/A,N/A,N/A
Robb Report,https://robbreport.com/,"2,050,000","2,100,000","2,300,000","2,800,000","3,300,000","3,500,000"
Sabato (supplément L'Echo/De Tijd),https://www.bebitalia.com/en/sabato-supplement-lechode-tijd-belgium,N/A,N/A,N/A,N/A,N/A,N/A
Sciences et Avenir,https://www.sciencesetavenir.fr/,"3,100,000","3,200,000","3,600,000","3,550,000","3,700,000","3,400,000"
Senatus,https://senatus.net/,N/A,N/A,N/A,N/A,N/A,N/A
SJX,https://watchesbysjx.com/,"260,000","260,000","260,000","250,000","270,000","340,000"
Socialter,https://www.socialter.fr/,N/A,N/A,N/A,N/A,N/A,N/A
Sparknews,https://www.sparknews.com/en/,N/A,N/A,N/A,N/A,N/A,N/A
SPEND IN,https://www.spend-in.com/,N/A,N/A,N/A,N/A,N/A,N/A
Sport & Style,https://www.lequipe.fr/Sport-et-style/,"61,200,000","62,000,000","64,600,000","57,400,000","60,500,000","51,200,000"
Square Mile,https://squaremile.com/,"460,000","420,000","360,000","380,000","500,000","570,000"
Style Magazin ,https://www.stylemagazin.hu/,"410,000","420,000","400,000","290,000","460,000","370,000"
T Magazine,https://www.nytimes.com/section/t-magazine,N/A,N/A,N/A,N/A,N/A,N/A
T Singapore,https://www.tsingapore.com/,N/A,N/A,N/A,N/A,N/A,N/A
Telegraph Magazines,https://www.telegraph.co.uk/telegraph-magazine/,"71,500,000","71,500,000","77,300,000","87,700,000","68,100,000","63,700,000"
Telegraph Time,https://www.telegraph.co.uk/luxury/watches/,N/A,N/A,N/A,N/A,N/A,N/A
TELVA,https://www.telva.com/,"5,750,000","4,900,000","4,850,000","4,350,000","4,700,000","4,600,000"
Tempus Magazine ,https://tempusmagazine.co.uk/,N/A,N/A,N/A,N/A,N/A,N/A
Thailand Tatler,https://www.thailandtatler.com/,"85,000","85,000","90,000","85,000","90,000","150,000"
The Atlantic,https://www.theatlantic.com/,"42,700,000","50,100,000","47,400,000","46,200,000","37,600,000","42,900,000"
"The Australian Financial Review, World Magazine NZ, Qantas Magazine",https://www.qantas.com/travelinsider/en/qantas-magazine.html,N/A,N/A,N/A,N/A,N/A,N/A
"The Australian Financial Review, World Magazine NZ, Qantas Magazine",https://www.afr.com/,"12,500,000","12,800,000","13,400,000","13,500,000","11,400,000","12,800,000"
"The Australian Financial Review, World Magazine NZ, Qantas Magazine",http://hopepublishing.co.nz/world.html,N/A,N/A,N/A,N/A,N/A,N/A
The Jakarta Post,https://www.thejakartapost.com/,"5,050,000","5,100,000","5,000,000","4,350,000","3,900,000","3,950,000"
The Peak Indonesia,https://www.magzter.com/SG/SPH-Magazines-Pte-Ltd/The-Peak-Indonesia/Lifestyle/,N/A,N/A,N/A,N/A,N/A,N/A
THE RAKE JAPAN,https://therakejapan.com/,N/A,N/A,N/A,N/A,N/A,N/A
The Times of India,https://timesofindia.indiatimes.com/,"81,300,000","75,500,000","70,200,000","76,000,000","75,600,000","82,800,000"
Time,https://time.com/,"24,100,000","25,600,000","28,300,000","31,600,000","25,400,000","27,700,000"
Time and Tide,https://www.timeandtidemagazine.org/,N/A,N/A,N/A,N/A,N/A,N/A
Timegeeks,https://www.kristianhaagen.com/,N/A,N/A,N/A,N/A,N/A,N/A
Timegeeks,https://mcusercontent.com/0d0796e83020acd6edc4b91ce/files/a4ab2a03-6c26-4d3f-8526-6cd32a8ec85d/DECEMBER_2020.01.pdf,N/A,N/A,N/A,N/A,N/A,N/A
Timezone,https://timezonemag.com/,N/A,N/A,N/A,N/A,N/A,N/A
Top Class,https://www.topclassmagazine.com/,N/A,N/A,N/A,N/A,N/A,N/A
Top Gear (https://www.topgear.com.ph/tag/rolex),https://www.topgear.com.ph/tag/rolex,N/A,N/A,N/A,N/A,N/A,N/A
Town & Country,https://www.townandcountrymag.com/uk/,"12,500,000","11,500,000","16,300,000","18,800,000","16,000,000","15,000,000"
TRAVELER,https://www.cntraveller.com/,"1,600,000","1,350,000","1,300,000","1,300,000","1,500,000","1,400,000"
Trends Style ,https://www.roulartamedia.be/en/brands/magazines/trends-style,N/A,N/A,N/A,N/A,N/A,N/A
Tribune des Arts,https://www.tribunedesarts.ch/,N/A,N/A,N/A,N/A,N/A,N/A
Uhren Kompass,https://www.capital.de/tools-rechner/uhrenkompass,N/A,N/A,N/A,N/A,N/A,N/A
Uhren -Magazin,https://www.watchtime.net/zeitschriften/uhren-magazin/,N/A,N/A,N/A,N/A,N/A,N/A
VANITY FAIR,https://www.vanityfair.com/,"14,400,000","13,800,000","20,500,000","20,800,000","14,800,000","18,000,000"
Virgin Australia Voyeur Magazine,https://travel.virginaustralia.com/au/voyeur,N/A,N/A,N/A,N/A,N/A,N/A
VOGUE,https://www.vogue.co.uk/,"3,450,000","3,550,000",N/A,"4,200,000","3,700,000","4,300,000"
Vox Capital,https://www.voxcapital.com.br/,N/A,N/A,N/A,N/A,N/A,N/A
Wall Street Journal,https://www.wsj.com/,"74,100,000","66,100,000","76,200,000","89,000,000","76,400,000","88,600,000"
Wallpaper,https://www.wallpaper.com/,"931,215","866,772","902,141","900,878","1,186,613","1,496,586"
Washington Post,https://www.washingtonpost.com/,"221,000,000","198,000,000","238,500,000",N/A,"227,000,000","294,500,000"
Watch Anish,https://watchanish.com/,N/A,N/A,N/A,N/A,N/A,N/A
Watch Digest ,https://watchdigest.it/,N/A,N/A,N/A,N/A,N/A,N/A
Watchonista,https://www.watchonista.com/,"80,000",N/A,"130,000","110,000","120,000","170,000"
Watchtime.net,https://www.watchtime.net/,"240,000","210,000","230,000","250,000","230,000","290,000"
Wired,https://www.wired.co.uk/,"6,700,000","6,400,000","7,650,000","6,700,000","5,700,000","6,450,000"
WOW,https://www.wowmag.co.uk/,N/A,N/A,N/A,N/A,N/A,N/A
Worldtempus,http://en.worldtempus.com/,"130,000","150,000","130,000","140,000","330,000","140,000"
WSJ,https://www.wsj.com/,"74,100,000","66,100,000","76,200,000","89,000,000","76,400,000","88,600,000"
WWD,https://wwd.com/,"1,450,000","1,450,000","1,550,000","1,550,000","1,700,000","2,250,000"
